"p_id";"p_ident";"p_number";"p_projet";"p_type";"p_titre";"p_type_com";"p_speaker_invite";"p_nom_conference";"p_date_debut_conference";"p_date_fin_conference";"p_ville_conference";"p_pays_conference";"p_lien_conference";"p_nom_journal";"p_publication_journal";"p_volume_journal";"p_pages_journal";"p_annee_publication";"p_doi";"p_url_bdd";"p_date_soumission";"p_date_notification";"p_date_soumission_finale";"p_nom_responsable";"p_liste_auteurs";"p_affiliation";"p_directeur_stage";"p_date_debut_stage";"p_date_fin_stage";"p_award";"p_date_soutenance_these";"p_composition_jury_these";"p_etablissement_delivrant_these";"p_directeur_these";"p_date_debut_these";"p_date_fin_these";"p_nom_meeting";"p_date_meeting";"p_auteur";"p_avec_abstract";"Statut";"p_actif";"pf_id";"pf_publication_id";"pf_type";"pf_version_of";"pf_file";"pf_abstract";"pf_titre";"pf_notes";"pf_postman";"pf_timestamp";"pf_actif"
"399";"E086-5";"5";"E086";"conference";"Caractérisation de résistances thermiques locales liées à des assemblages de câbles et connecteurs électriques de forte puissance";"";"";"SFT 2023 (Société Française de Thermique)";"30/05/2023";"02/06/2023";"REIMS";"FRANCE";"https://www.sft.asso.fr/";"";"";"";"";"";"";"";"";"";"";"";"Alexandre Marie1, Jean-Pierre Fradin1, Yves Fardel2, David Thomasse2";"ICAM, IRT St Ex, Safran";"";"";"";"";"";"";"";"";"";"";"";"";"0000000788";"1";"Réalisé";"1";"330";"399";"abstract";"328";"";"2023-02/1676967777-906-Papier_SFT_2023_HYBELEC_v3.pdf";"Caractérisation de résistances thermiques locales liées à des assemblages de câbles et connecteurs électriques de forte puissance";"";"0000000788";"1676967777";"1"
"408";"A026-6";"6";"A026";"conference";"High temperature corrosion of compositionally graded materials fabricated by Laser Metal Deposition – powder";"";"";"EUROCORR";"27/08/2023";"31/08/2023";"BRUXELLES";"BELGIQUE";"https://www.eurocorr2023.org/about-congress/";"";"";"";"";"";"";"";"16/01/2023";"";"13/01/2023";"";"Agathe Curnis (1)(2) –Ioana Popa (2) – Aurélien Prillieux (1) –  Sébastien Chevalier (2)";"(1) Institut de Recherche Technologique (IRT) Saint Exupéry, 3 rue Tarfaya, 31400 Toulouse, France, (2) ICB, UMR 6303 CNRS, Univ. Bourgogne Franche-Comté, 21078 Dijon Cedex";"";"";"";"";"";"";"";"";"";"";"";"";"0000000804";"1";"Réalisé";"1";"295";"408";"abstract";"0";"";"2023-01/1673429163-304-eurocorr-2023-abstract-AC.pdf";"High temperature corrosion of compositionally graded materials fabricated by Laser Metal Deposition – powder";"";"0000000804";"1673429163";"1"
"413";"S001-9";"9";"S001";"conference";"How to design a safe Ethernet TSN network on spaceraft application";"";"";"DASIA 2023";"06/06/2023";"08/06/2023";"SITGES";"Espagne";"https://eurospace.org/dasia-conference-aspx/";"";"";"";"";"";"";"";"10/02/2023";"01/03/2023";"01/07/2023";"";"Massimo Barbero, Philippe Cuenot, Damien Fruchard, Thierry Ledier, Barthelemny Attanasio";"IRT, Realité Virtuelle, TAS";"";"";"";"non";"";"";"";"";"";"";"";"";"0000000084";"1";"Réalisé";"1";"503";"413";"doc_publie";"0";"2023-06/1686734792-536-2023_MOSC_Massimo_Barbero_and_al_How_to_Design_a_safe_Ethernet_TSN_Network_on_spacecraft_application_DASIA2023.pdf";"2023-02/1675276215-626-2023_MOSC_Massiomo_Barbero_and_all_Abstract_How_to_Design_a_safe_Ethernet_TSN_Network_on_spacecraft_application_DASIA2023.pdf";"";"";"0000000049";"1686734792";"1"
"424";"S005-3";"3";"S005";"conference";"Interference Analysis using the PHYLOG Modeling Language: an Industrial Case Study";"";"";"SAFECOMP 2023 (42nd International  Conference on Computer Safety, Reliability and Security)";"19/09/2023";"22/09/2023";"Toulouse";"France";"https://safecomp2023.cnrs.fr/";"";"";"";"";"";"";"";"13/06/2023";"22/04/2023";"01/06/2023";"";"Guillaume Brau, Eric Jenn, Kevin Delmas, Frédéric Boniol and Emmanuel Courty";"IRT, IRT, ONERA, ONERA, LIEBHERR";"";"";"";"";"";"";"";"";"";"";"";"";"0000000084";"1";"Refusé";"1";"313";"424";"abstract";"0";"";"2023-02/1676459360-852-SAFECOMP2023.pdf";"Interference Analysis using the PHYLOG Modeling Language: an Industrial Case Study";"";"0000000084";"1676459360";"1"
"425";"M015-2";"2";"M015";"conference";"Understanding the transfer between pulsed lasers for surface preparation";"";"";"AB2023";"13/07/2023";"14/07/2023";"Porto";"Portugal";"https://web.fe.up.pt/~ab2023/";"";"";"";"";"";"";"";"03/03/2023";"";"";"";"S Kirchner, J Lecomte, L Ferres, T Balutch, C Debras, M Péron, N Cuvillier";"1IRT Saint Exupéry, Esplanade des Arts et Métiers, 33405 Talence, France. 2Naval Group 3Thales Alenia Space, 5 allée des Gabians, 06156 Cannes La Bocca, France 4ArianeGroup, Les cinq chemins, rue du Touban, 33185 Le Haillan, France. 5Safran Composites, 33";"";"";"";"";"";"";"";"";"";"";"";"";"0000000381";"1";"Réalisé";"1";"548";"425";"doc_publie";"0";"2023-07/1690284144-441-AB2023_KIRCHNER.pdf";"2023-02/1676540290-274-AB2023_abstract_Kirchner_v0.doc";"";"";"0000000217";"1690284144";"1"
"426";"M015-3";"3";"M015";"conference";"Effect of coupled parameters on the robustness of laser surface preparation process";"";"";"14th European Adhesion Conference (EURADH)";"10/09/2023";"13/09/2023";"Garmisch-Partenkirchen";"Allemagne";"https://dechema.de/en/euradh_wcarp_2023.html";"";"";"";"";"";"";"";"31/01/2023";"";"";"";"Sara Kirchner, IRT Saint Exupéry, Talence/France  Julie Lecomte, IRT Saint Exupéry, Talence/France Laurent Ferres, IRT Saint Exupéry, Talence/France Colin Debras, Thales Alenia Space, Cannes/France Maxime Péron, ArianeGroup, Le Haillan/France Nicolas Cuvi";"Sara Kirchner, IRT Saint Exupéry, Talence/France  Julie Lecomte, IRT Saint Exupéry, Talence/France Laurent Ferres, IRT Saint Exupéry, Talence/France Colin Debras, Thales Alenia Space, Cannes/France Maxime Péron, ArianeGroup, Le Haillan/France Nicolas Cuvi";"";"";"";"";"";"";"";"";"";"";"";"";"0000000381";"1";"Réalisé";"1";"745";"426";"doc_publie";"0";"2024-01/1706102660-908-EURADH_43499_KIRCHNER.pdf";"2023-02/1676544479-287-EURADH_abstract_v1.pdf";"";"";"0000000217";"1706102660";"1"
"428";"E034-2";"2";"E034";"conference";"A Townsend’s secondary ionization coefficient  estimation method for partial discharge inception  voltage prediction for insulating polymers";"";"";"2022 IEEE 4th International Conference on Dielectrics (ICD)";"03/07/2022";"07/07/2022";"Palerme";"Italie";"https://ieeexplore.ieee.org/xpl/conhome/9863422/proceeding";"";"";"";"";"";"";"";"";"";"";"";"Y. Kemari; C. Van de Steen; G. Belijar; L. Laudebat; S. Diaham; Z. Valdez-Nava; C. Abadie";"IRT Antoine de Saint Exupéry, 3 Rue Tarfaya, Toulouse cedex 4, France LAPLACE (Laboratoire Plasma et Conversion d’Énergie, Université de Toulouse, CNRS; Bat 3R3, 118 route de Narbonne, Toulouse cedex 9, France";"";"";"";"";"";"";"";"";"";"";"";"";"0000001176";"1";"Réalisé";"1";"889";"428";"doc_final";"0";"2024-07/1720703265-403-A-Townsend...s-secondary-ionization-coefficient-estimation-method-for-partial-discharge-inception-voltage-prediction-for-insulating-polymers.pdf";"2023-02/1676642164-122-Kemari2022---A-Townsend.s-Secondary-Ionization-Coefficient-Estimation-Method-for-Partial-Discharge-Inception-Voltage-Prediction-for-Insulating-Polymers.pdf";"";"";"0000000383";"1720703265";"1"
"433";"E002-1";"1";"E002";"conference";"Novel 2?MPL (two-phase mechanically pumped loop ) cooling circuit evaporator design for highly dissipative space electronic";"";"";"IMAPS THERMAL 2023";"08/03/2023";"09/03/2023";"POITIERS";"France";"https://france.imapseurope.org/event/thermal-2023/";"";"";"";"";"";"";"";"21/11/2022";"";"06/03/2023";"";"Benjamin LAGIER, Frédéric BOUDESSEUL, Laure BAERT";"";"";"";"";"non";"";"";"";"";"";"";"";"";"0000001271";"1";"Réalisé";"1";"473";"433";"doc_publie";"0";"2023-04/1680517997-558-IMAPS-THERMAL-2023-SOCOOL2.pdf";"2023-02/1676908577-514-IMAPS-THERMAL-2023-SOCOOL2.pdf";"";"";"0000001224";"1680517997";"1"
"434";"M015-4";"4";"M015";"conference";"Élimination des contaminations de surface avant collage par préparation de surface laser";"";"";"JADH2022";"21/09/2022";"23/09/2022";"La Turballe";"France";"https://www.jadh-sfa.fr/";"";"";"";"";"";"";"";"30/04/2022";"02/06/2022";"";"";"S. Kirchner1, J. Lecomte1, L. Ferres1, C. Debras1,2, M. Péron1,3, N. Cuvillier1,4";"1 IRT Saint Exupéry, Esplanade des Arts et Métiers, 33405 Talence, France.  2 Thales Alenia Space, 5 Allée des Gabians, 06156 Cannes La Bocca, France. 3ArianeGroup, Les cinq chemins Rue du Touban, 33185 Le Haillan, France.  4 Safran Composites, 33 Avenue ";"";"";"";"non";"";"";"";"";"";"";"";"";"0000000381";"1";"Réalisé";"1";"335";"434";"doc_publie";"0";"2023-02/1676978549-400-JADH2022_V0.pdf";"2023-02/1676978307-602-JADH2022_Abstract_V2.docx";"";"";"0000000217";"1676978549";"1"
"474";"E039-19";"19";"E039";"conference";"Modeling and Design of High Bandwidth Feedback Loop for dv/dt Control in CMOS AGD for GaN";"";"";"EE 2020 32nd International Symposium on Power Semiconductor Devices and ICs (ISPSD)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"26/02/2020";"";"Bau, Plinio; Cousineau, Marc; Cougo, Bernardo; Richardeau, Frédéric; Rouger, Nicolas";"IRT Saint-Exupéry, LAPLACE";"";"";"";"";"";"";"";"";"";"";"";"";"0000000046";"0";"Réalisé";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"";"NULL";"NULL";"NULL";"NULL";"NULL"
"476";"E039-21";"21";"E039";"conference";"Modeling of Common-Mode Voltage Source for Multilevel Inverter Topologies";"";"";" 2020 International Symposium on Electromagnetic Compatibility ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"26/02/2020";"";"Sathler, Hans H; Cougo, Bernardo; Carayon, Jean-Pierre; Costa, François; Labrousse, Denis";"IRT Saint-Exupéry, SATIE";"";"";"";"";"";"";"";"";"";"";"";"";"0000000046";"0";"Réalisé";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"";"NULL";"NULL";"NULL";"NULL";"NULL"
"478";"E039-23";"23";"E039";"conference";"Sub-Nanosecond Delay CMOS Active Gate Driver for Closed-Loop dv/dt Control of GaN Transistors";"";"";"IEEE International Symposium on Power Semiconductor Devices and ICs - ISPSD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"26/02/2019";"";"P. Bau, M. Cousineau, B. Cougo, F. Richardeau, S. Vinnac, D. Flumian, N. Rouger";"IRT Saint-Exupéry, LAPLACE";"";"";"";"";"";"";"";"";"";"";"";"";"0000000046";"0";"Réalisé";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"";"NULL";"NULL";"NULL";"NULL";"NULL"
"490";"A064-1";"1";"A064";"conference";"Mesure de transitoire rapide de température de jonction de transistors SiC pour évaluation de la duré de vie des modules de puissance dans les onduleurs triphasés";"";"";"SYMPOSIUM DE GENIE ELECTRIQUE (SGE 2023)";"05/07/2023";"07/07/2023";"Lille";"France";"https://sge2023.sciencesconf.org/";"";"";"";"";"";"";"";"15/01/2023";"";"02/05/2023";"";"Bernardo COUGO, Gilles SEGOND, Alice TEIXEIRA, Lenin M. F. MORAIS, Marco ANDRADE, Duc Hoan TRAN";"IRT Saint Exupéry, Toulouse, France ; Universidade Federal de Minas Gerais, Belo Horizonte, Brésil";"";"";"";"";"";"";"";"";"";"";"";"";"0000000046";"0";"Réalisé";"1";"537";"490";"doc_final";"0";"2023-07/1689951217-775-449045EvaluationPreciseDeLaTemperatureDeJonctionDesTransistorsSicEnDynamiquePourLestimationDeLaDureeDeVieDesModulesDePuissanceUtilisesDansLesOnduleursTriphases.pdf";"";"Evaluation précise de la température de jonction des transistors SiC en dynamique pour l’estimation de la durée de vie des modules de puissance utilisés dans les onduleurs triphasés";"";"0000000046";"1689951217";"1"
"511";"V075-18";"18";"V075";"conference";"Local Feature Swapping for Generalization in Reinforcement Learning";"";"";"ICLR 2022";"25/04/2022";"29/04/2022";"";"";"";"";"";"";"";"";"";"";"06/10/2021";"24/01/2022";"24/01/2022";"";"David Bertoin, Emmanuel Rachelson ";"IRT Saint Exupéry, ISAE Supaero";"";"";"";"non";"";"";"";"";"";"";"";"";"0000000617";"0";"Réalisé";"1";"383";"511";"doc_final";"382";"2023-02/1677517834-434-2204.06355.pdf";"";"";"";"0000000587";"1677517834";"1"
"513";"V075-20";"20";"V075";"conference";"Hijacking an autonomous delivery drone equipped with the ACAS-Xu system";"";"";"ERTS2022";"01/06/2022";"02/06/2022";"Toulouse";"";"";"";"";"";"";"";"";"";"";"";"";"";"David Bertoin, Adrien Gauffriau, Jayant Sen Gupta ";"IRT Saint-Exupéry, Airbus";"";"";"";"";"";"";"";"";"";"";"";"";"0000000617";"0";"Réalisé";"1";"401";"513";"doc_final";"0";"2023-02/1677602078-374-ERTS2022_Hijacking_ACAS.pdf";"";"";"";"0000000587";"1677602078";"1"
"515";"V075-22";"22";"V075";"conference";"Look where you look! Saliency-guided Q-networks for generalization in visual Reinforcement Learning,";"";"";"NeurIPS 2022";"28/11/2022";"09/12/2022";"Nouvelle-Orléans";"";"";"";"";"";"";"";"";"";"";"";"";"";"David Bertoin, Adil Zouitine, Mehdi Zouitine, Emmanuel Rachelson ";"IRT Saint-Exupery, ISAE Supaero";"";"";"";"non";"";"";"";"";"";"";"";"";"0000000617";"0";"Réalisé";"1";"399";"515";"doc_final";"0";"2023-02/1677601855-923-10301_look_where_you_look_saliency_g.pdf";"";"";"";"0000000587";"1677601855";"1"
"520";"E003-4";"4";"E003";"conference";"Modélisation de la distribution aléatoire des conducteurs dans les encoches d’un bobinage statorique : impact sur les impédances de mode commun et différentiel";"";"";"CEM 2023 Toulouse";"13/06/2023";"15/06/2023";"Toulouse";"France";"https://cem2023.sciencesconf.org/data/pages/CEM2023_appel_v2bis.pdf";"";"";"";"";"";"";"";"28/12/2022";"01/03/2023";"01/05/2023";"";"A. Piat, S. Hlioui, P.-E. Lévy, F. Costa";"IRT Saint Exupéry, , CY Cergy Paris Université (SATIE), ENS Paris-Saclay (SATIE), Université Paris Est Créteil (SATIE)";"";"";"";"";"";"";"";"";"";"";"";"";"0000000821";"1";"Réalisé";"1";"387";"520";"doc_final";"0";"2023-02/1677597689-159-CEM-2023.pdf";"2023-02/1677597822-684-CEM-2023.pdf";"Modélisation de la distribution aléatoire des conducteurs dans les encoches d’un bobinage statorique : impact sur les impédances de mode commun et différentiel";"";"0000000821";"1677597689";"1"
"521";"E003-5";"5";"E003";"conference";"Predictive sensitivity analysis of HF impedance of motor windings";"";"";"EMC Europe 2023";"04/09/2023";"08/09/2023";"Kraków";"Pologne";"https://emceurope2023.org/";"";"";"";"";"";"";"";"06/03/2023";"30/04/2023";"01/06/2023";"";"A. Piat, S. Hlioui, P.-E. Lévy, F. Costa";"IRT Saint Exupéry, , CY Cergy Paris Université (SATIE), ENS Paris-Saclay (SATIE), Université Paris Est Créteil (SATIE)";"";"";"";"";"";"";"";"";"";"";"";"";"0000000821";"1";"Réalisé";"1";"392";"521";"doc_final";"0";"2023-02/1677599295-727-EMC-2023.pdf";"2023-02/1677598700-985-EMC-2023.pdf";"Predictive sensitivity analysis of HF impedance of motor windings";"";"0000000821";"1677599295";"1"
"523";"V075-24";"24";"V075";"conference";"A general approximation lower bound in Lp norm, with applications to feed-forward neural networks";"";"";"NeurIPS 2022";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" El Mehdi Achour (1) , Armand Foucault (1) , Sébastien Gerchinovitz (2, 1) , François Malgouyres (1) ";"(1) IMT - Institut de Mathématiques de Toulouse UMR5219; (2) IRT Saint Exupéry";"";"";"";"non";"";"";"";"";"";"";"";"";"0000000734";"0";"Réalisé";"1";"403";"523";"doc_final";"0";"2023-02/1677603461-828-achour22-approximationLowerBoundsLp.pdf";"";"";"";"0000000734";"1677603461";"1"
"532";"E003-7";"7";"E003";"conference";"DIGITAL ACTIVE EMI FILTER IMPLEMENTATION ON A 10 KW POWER CHAIN";"";"";"21e colloque international et l'exposition sur la Compatibilité  ElectroMagnétique CEM ";"13/06/2023";"15/06/2023";"Toulouse";"France";"https://cem2023.sciencesconf.org/";"";"";"";"";"";"";"";"";"";"";"";"D. Guedon, S. Serpaud, M. Pascaru, R. Perraud, T. Dörlemann, S. Frei";"AIRBUS SAS, IRT Saint-Exupéry, AIRBUS SAS, AIRBUS SAS, Technische Universität Dortmund, Technische Universität Dortmund";"";"";"";"";"";"";"";"";"";"";"";"";"0000000821";"1";"Réalisé";"1";"410";"532";"abstract";"0";"";"2023-03/1677664348-556-Article_CEM2023_Active_filter_and_10kW_application_FINAL.pdf";"DIGITAL ACTIVE EMI FILTER IMPLEMENTATION ON A 10 KW POWER CHAIN";"";"0000000821";"1677664348";"1"
"535";"U011-1";"1";"U011";"conference";"H2 Rich Gases For The Steel Industry: New Opportunities Of Applications For CMCs?";"";"";"HT CMC 11";"27/08/2023";"31/08/2023";"Jeju";"Korée";"https://www.ht-cmc11.org/";"";"";"";"";"";"";"";"31/03/2023";"30/04/2023";"";"";"Maelle Dupont, Laurent Ferres, Gérard Vignoles (LCTS), Pierre Briand (LCTS)";"";"";"";"";"";"";"";"";"";"";"";"";"";"0000000856";"1";"Réalisé";"1";"413";"535";"abstract";"0";"";"2023-03/1677667552-486-Abstract---H2-rich-gases-for-the-steel-industry.docx";"H2 Rich Gases For The Steel Industry: New Opportunities Of Applications For CMCs?";"";"0000000856";"1677667552";"1"
"544";"S017-1";"1";"S017";"conference";"DIGITWIX : Exploring the intersection between AI and optimization for Digital Twin in Spacecraft Operation ";"";"";"Simulation for European Space Programmes (SESP) ";"28/03/2023";"30/03/2023";"Noordwijk";"Hollande";"https://atpi.eventsair.com/sesp2023/";"";"";"";"";"";"";"";"06/11/2022";"14/12/2022";"05/03/2023";"";"DENIS Jules-Edouard(1), GRANGIER Alexandre(2), DE LOZZO Matthias(2), MULLOR Thomas(2) , BOISSIN Thibaut(2), VIGOUROUX David (2) , Benoît GIRAUD(3), ";"(1) Airbus DS, ; (2) IRT Saint Exupery; (3) Thales Alenia Space";"";"";"";"";"";"";"";"";"";"";"";"";"0000001139";"1";"Réalisé";"1";"421";"544";"abstract_extend";"0";"2023-03/1677743062-830-Template_SESP-.2..doc";"2023-03/1677743139-541-DIGITWIX_SESP_review.docx";"Template de la conférence";"Template imposé par les organisateur de la conférence pour l’article scientifique.";"0000001139";"1677743062";"1"
"549";"S001-10";"10";"S001";"conference";"A bound on the worstcase synchronization precision of IEEE802.1AS";"";"";"ECRTS2023";"11/07/2023";"14/07/2023";"Vienne";"Autriche";"https://www.ecrts.org/";"";"";"";"";"";"";"";"01/03/2023";"22/04/2023";"12/05/2023";"";"Quentin Bailleul, Katia Runser-Joffres, Jean-Luc Scharbarg, Philippe Cuenot";"IRT, IRIT, IRIT, IRT";"";"";"";"";"";"";"";"";"";"";"";"";"0000000084";"0";"Refusé";"1";"427";"549";"doc_final";"0";"2023-03/1677773634-800-2023_MOSC_Quentin_Bailleul_Abstract_A-bound_on_the_worstcase_synchronization_precision_of_IEEE802.1AS_ECRTS2023.pdf";"";"Quentin_Bailleul_Abstract_A bound_on_the_worstcase_synchronization_precision_of_IEEE802.1AS";"Ressoumission de l'article RTAS2023 avec amélioration  (fond identique)";"0000000049";"1677773634";"1"
"550";"M015-7";"7";"M015";"conference";"In situ monitoring of surface contamination during laser surface preparation";"";"";"PLI CONFÉRENCES 2023";"27/09/2023";"28/09/2023";"Rennes";"France";"https://www.clp-laser.fr/fr/evenement/pli-conferences-2023";"";"";"";"";"";"";"";"15/03/2023";"";"";"";"Sara Kirchner*1, Julie Lecomte1, Laurent Ferres1, Thomas Balutch2, Colin Debras1,3, Maxime Péron1,4, Nicolas Cuvillier1,5";"1-IRT Saint Exupéry, France 2-Naval Group, France 3-Thales Alenia Space, France 4-ArianeGroup, France 5-Safran Composites, France";"";"";"";"";"";"";"";"";"";"";"";"";"0000000381";"1";"Réalisé";"1";"744";"550";"doc_publie";"0";"2024-01/1706102617-231-PLI2023_IRT-Saint-Exup..ry.pdf";"2023-03/1677835626-947-PLI2023_abstract_V1.docx";"";"";"0000000217";"1706102617";"1"
"552";"E002-2";"2";"E002";"conference";"A Two phase capillary evaporator characterization for an ammonia cooling MPL dedicated to highly dissipative electronic";"";"";"ICES 2023";"16/07/2023";"20/07/2023";"CALGARY";"CANADA";"https://www.ices.space/";"";"";"";"";"";"";"";"27/02/2023";"27/03/2023";"15/05/2023";"";"Benjamin LAGIER, Frédéric BOUDESSEUL, Laure BAERT";"MAD ADS, MAD TAS, MAD EPSILON";"";"";"";"";"";"";"";"";"";"";"";"";"0000001271";"1";"Réalisé";"1";"445";"552";"abstract";"431";"";"2023-03/1678367887-749-ICES_Paper-Draft-final_V2.docx";"A Two phase capillary evaporator characterization for an ammonia cooling MPL dedicated to highly dissipative electronic";"modification mise en page";"0000001224";"1678367887";"1"
"558";"E001-9";"9";"E001";"conference";"New Reliability Model for Power SiC MOSFET Technologies Under Static and Dynamic Gate Stress";"";"";"ESREF 2023";"02/10/2023";"05/10/2023";"Toulouse";"France";"https://esref2023.sciencesconf.org/";"";"";"";"";"";"";"";"10/03/2023";"28/04/2023";"02/06/2023";"";"M. Zerarkaa, V. Rustichellia, O. Perrotin, J.M. Reynes, D. Tremouilles, A. Serre, F. Bergeret, L. Allirand, F. Coccetti";"IRT, IRT, IRT/ALTER, IRT, LAAS, IPPON, IPPON, VITESCO, IRT";"";"";"";"";"";"";"";"";"";"";"";"";"0000000536";"1";"Réalisé";"1";"446";"558";"abstract";"0";"";"2023-03/1678441606-617-ESREF_2023_Reliability-Model_M.ZERARKA_REDUCED-V0.pdf";"New Reliability Model for Power SiC MOSFET Technologies Under Static and Dynamic Gate Stress";"This work investigates the threshold-voltage Vth degradation of commercial power SiC MOSFET technologies under DC stresses with High Temperature Gate Bias (HTGB) and AC stresses with Gate Switching Stress (GSS) conditions by using relatively accelerated tests whose stressors do not exceed the datasheet specifications. A new model that takes into consideration the variability of the exponent of power-law for threshold-voltage drift has been proposed and experimentally verified on both planar and trench SiC technologies. The proposed model is very useful to estimate accurately the lifetime for any condition or complex mission profile.";"0000000536";"1678441606";"1"
"559";"E001-10";"10";"E001";"conference";"A Preconditioning Methodology to Overcome Threshold-Voltage Variability Related to Bias-history for Reliability Studies of SiC power MOSFET";"";"";"ESREF 2023";"02/10/2023";"05/10/2023";"Toulouse";"France";"https://esref2023.sciencesconf.org/";"";"";"";"";"";"";"";"17/03/2023";"28/04/2023";"02/06/2023";"";"D. Hachem, D. Trémouilles, H. Hamad, J. Oliveira, O. Perrotin, J.M. Reynes H. Morel, B. Asllani, S. Azzopardi, F. Coccetti";"IRT, LAAS, IRT, IRT,ALTER,IRT,AMPERE,SGI,SAFRAN,IRT";"";"";"";"";"";"";"";"";"";"";"";"";"0000000536";"1";"Réalisé";"1";"451";"559";"abstract";"450";"";"2023-03/1678467503-521-sicret_precon_esref2023_v1.pdf";"";"";"0000000536";"1678467503";"1"
"560";"S002-1";"1";"S002";"conference";"Construction d’un Questionnaire d’auto-Évaluation de la Performance de la Collaboration entre un opérateur et un système autonome (QEPC) : étude préliminaire";"";"";"12e Colloque EPIQUE";"04/07/2023";"07/07/2023";"Paris";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0000000847";"1";"Réalisé";"1";"452";"560";"abstract";"0";"";"2023-03/1678711778-625-Colloque2023.docx";"Construction d’un Questionnaire d’auto-Évaluation de la Performance de la Collaboration entre un opérateur et un système autonome (QEPC) : étude préliminaire";"La performance de la collaboration du couple humain machine est souvent abordée dans la littérature sous un aspect théorique, peu d’outils sont disponibles pour son évaluation pratique. Cet article présente les résultats d’une première conception d’un questionnaire pour l’auto-évaluation de la collaboration d’une équipe composée d’un opérateur humain et d’un système autonome. Le questionnaire préliminaire est composé de 31 items sous la forme de différenciateurs sémantiques. Les caractéristiques du QEPC ont été évaluées par une étude quantitative en ligne sur un échantillon de 245 utilisateurs. Cette étude stabilise une version finale à 17 items. Les résultats de l'analyse donnent des caractéristiques de validité et de fidélité satisfaisantes. Les facteurs observés s’écartent des sous-échelles théoriques proposés. Cela nous amène à penser que la corrélation entre les dimensions est plus forte qu'estimée. D'autres études pourront améliorer ce questionnaire. Le QEPC est construit pour comparer différentes situations en termes de performance de la collaboration.";"0000000847";"1678711778";"1"
"565";"A026-7";"7";"A026";"communication";"Corrosion à haute température de l’alliage Ni625 élaboré par Laser Metal Deposition - Powder";"";"";"Journées d’étude de la cinétique hétérogène";"30/03/2023";"31/03/2023";"Nancy";"France";"https://jech53.event.univ-lorraine.fr/";"";"";"";"";"";"";"";"06/03/2023";"21/03/2023";"16/03/2023";"";"Agathe Curnis (1)(2) – Aurélien Prillieux (1) – Ioana Popa (2) – Sébastien Chevalier (2)";"(1) Institut de Recherche Technologique (IRT) Saint Exupéry, 3 rue Tarfaya, 31400 Toulouse, France, (2) ICB, UMR 6303 CNRS, Univ. Bourgogne Franche-Comté, 21078 Dijon Cedex";"";"";"";"";"";"";"";"";"";"";"";"";"0000000804";"1";"Annulé";"1";"468";"565";"abstract";"0";"";"2023-03/1679910460-652-RESUME_JECH-53_A-CURNIS.pdf";"Corrosion à haute température de l’alliage Ni625 élaboré par Laser Metal Deposition - Powder";"";"0000000804";"1679910460";"1"
"580";"S001-11";"11";"S001";"conference";"Sesigning reliable configuration for TSN synchronization on automotive networks";"";"";"2023 IEEE SA Ethernet & IP @ Automotive Technology Day (E&IP@ATD) ";"19/09/2023";"20/09/2023";"São Paulo";"Brazil";"https://standards.ieee.org/events/automotive/";"";"";"";"";"";"";"";"11/05/2023";"";"31/07/2023";"";"Quentin Bailleul, Katia Jaffrès-Runser, Jean-Luc Scharbarg, Philippe Cuenot";"IRT, IRIT, IRIT IRT";"";"";"";"";"";"";"";"";"";"";"";"";"0000000084";"1";"Annulé";"1";"581";"580";"doc_final";"0";"2023-08/1692974934-650-2023_MOSC_Quentin_Bailleul_and_all_Presentation_Designing_reliable_configuration_for_TSN_synchronization..._EIPATD2023.pdf";"2023-05/1683630190-917-2023_MOSC_Quentin_Bailleul_and_all_Abstract_Designing_reliable_configuration_for_TSN_synchronization_on_automotive_networks_EIPATD2023.pdf";"Designing_reliable_configuration_for_TSN_synchronization_on_automotive_network";"Power Point presentation for the congress";"0000000049";"1692974934";"1"
"584";"M015-8";"8";"M015";"conference";"In situ detection of contaminants during laser surface preparation of metal surfaces";"";"";"AJP 2023 (3RD INTERNATIONAL CONFERENCE ON ADVANCED JOINING PROCESSES)";"19/10/2023";"20/10/2023";"Braga";"Portugal";"https://web.fe.up.pt/~ajp2023/";"";"";"";"";"";"";"";"02/06/2023";"";"";"";"S Kirchner1, J Lecomte1, L Ferres1, T Balutch2, C Debras1,3, M Péron1,4, N Cuvillier1,5";"1IRT Saint Exupéry, Esplanade des Arts et Métiers, 33405 Talence, France. 2Naval Group – CESMAN, 5 rue de l’Halbrane, 44340 Bouguenais, France. 3Thales Alenia Space, 5 allée des Gabians, 06156 Cannes La Bocca, France 4ArianeGroup, Les cinq chemins, rue du";"";"";"";"";"";"";"";"";"";"";"";"";"0000000381";"1";"Réalisé";"1";"748";"584";"doc_publie";"0";"2024-01/1706102803-813-AJP23_82_Kirchner.pdf";"2023-05/1684161278-729-AJP2023_v0.doc";"";"";"0000000217";"1706102803";"1"
