"p_id";"p_ident";"p_number";"p_projet";"p_type";"p_titre";"p_type_com";"p_speaker_invite";"p_nom_conference";"p_date_debut_conference";"p_date_fin_conference";"p_ville_conference";"p_pays_conference";"p_lien_conference";"p_nom_journal";"p_publication_journal";"p_volume_journal";"p_pages_journal";"p_annee_publication";"p_doi";"p_url_bdd";"p_date_soumission";"p_date_notification";"p_date_soumission_finale";"p_nom_responsable";"p_liste_auteurs";"p_affiliation";"p_directeur_stage";"p_date_debut_stage";"p_date_fin_stage";"p_award";"p_date_soutenance_these";"p_composition_jury_these";"p_etablissement_delivrant_these";"p_directeur_these";"p_date_debut_these";"p_date_fin_these";"p_nom_meeting";"p_date_meeting";"p_auteur";"p_avec_abstract";"Statut";"p_actif";"pf_id";"pf_publication_id";"pf_type";"pf_version_of";"pf_file";"pf_abstract";"pf_titre";"pf_notes";"pf_postman";"pf_timestamp";"pf_actif"
"550";"M015-7";"7";"M015";"communication";"In situ monitoring of surface contamination during laser surface preparation";;;"PLI CONFÉRENCES 2023";"27/09/2023";"28/09/2023";"Rennes";"France";"https://www.clp-laser.fr/fr/evenement/pli-conferences-2023";;;;;;;;"15/03/2023";;;;"Sara Kirchner*1, Julie Lecomte1, Laurent Ferres1, Thomas Balutch2, Colin Debras1,3, Maxime Péron1,4, Nicolas Cuvillier1,5";"1-IRT Saint Exupéry, France 2-Naval Group, France 3-Thales Alenia Space, France 4-ArianeGroup, France 5-Safran Composites, France";;;;;;;;;;;;;"0000000381";"1";"Réalisé";"1";"744";"550";"doc_publie";"0";"2024-01/1706102617-231-PLI2023_IRT-Saint-Exup..ry.pdf";"2023-03/1677835626-947-PLI2023_abstract_V1.docx";;;"0000000217";"1706102617";"1"
"551";"E002-2";"2";"E002";"communication";"A Two phase capillary evaporator characterization for an ammonia cooling MPL dedicated to highly dissipative electronic";;;"ICES 2023";"16/07/2023";"20/07/2023";"CALGARY ";"CANADA";"https://www.ices.space/";;;;;;;;"27/02/2023";"27/03/2023";"10/04/2023";;"Benjamin LAGIER, Frédéric BOUDESSEUL, Laure BAERT";"MAD ADS, MAD TAS, MAD EPSILON";;;;;;;;;;;;;"0000001224";"1";"Initialisé";"0";"430";"551";"abstract";"0";;"2023-03/1678114733-342-ICES_Paper-Draft-final.docx";"A Two phase capillary evaporator characterization for an ammonia cooling MPL dedicated to highly dissipative electronic";;"0000001224";"1678114733";"1"
"552";"E002-2";"2";"E002";"communication";"A Two phase capillary evaporator characterization for an ammonia cooling MPL dedicated to highly dissipative electronic";;;"ICES 2023";"16/07/2023";"20/07/2023";"CALGARY";"CANADA";"https://www.ices.space/";;;;;;;;"27/02/2023";"27/03/2023";"15/05/2023";;"Benjamin LAGIER, Frédéric BOUDESSEUL, Laure BAERT";"MAD ADS, MAD TAS, MAD EPSILON";;;;;;;;;;;;;"0000001271";"1";"Réalisé";"1";"445";"552";"abstract";"431";;"2023-03/1678367887-749-ICES_Paper-Draft-final_V2.docx";"A Two phase capillary evaporator characterization for an ammonia cooling MPL dedicated to highly dissipative electronic";"modification mise en page";"0000001224";"1678367887";"1"
"558";"E001-9";"9";"E001";"communication";"New Reliability Model for Power SiC MOSFET Technologies Under Static and Dynamic Gate Stress";;;"ESREF 2023";"02/10/2023";"05/10/2023";"Toulouse";"France";"https://esref2023.sciencesconf.org/";;;;;;;;"10/03/2023";"28/04/2023";"02/06/2023";;"M. Zerarkaa, V. Rustichellia, O. Perrotin, J.M. Reynes, D. Tremouilles, A. Serre, F. Bergeret, L. Allirand, F. Coccetti";"IRT, IRT, IRT/ALTER, IRT, LAAS, IPPON, IPPON, VITESCO, IRT";;;;;;;;;;;;;"0000000536";"1";"Réalisé";"1";"446";"558";"abstract";"0";;"2023-03/1678441606-617-ESREF_2023_Reliability-Model_M.ZERARKA_REDUCED-V0.pdf";"New Reliability Model for Power SiC MOSFET Technologies Under Static and Dynamic Gate Stress";"This work investigates the threshold-voltage Vth degradation of commercial power SiC MOSFET technologies under DC stresses with High Temperature Gate Bias (HTGB) and AC stresses with Gate Switching Stress (GSS) conditions by using relatively accelerated tests whose stressors do not exceed the datasheet specifications. A new model that takes into consideration the variability of the exponent of power-law for threshold-voltage drift has been proposed and experimentally verified on both planar and trench SiC technologies. The proposed model is very useful to estimate accurately the lifetime for any condition or complex mission profile.";"0000000536";"1678441606";"1"
"559";"E001-10";"10";"E001";"communication";"A Preconditioning Methodology to Overcome Threshold-Voltage Variability Related to Bias-history for Reliability Studies of SiC power MOSFET";;;"ESREF 2023";"02/10/2023";"05/10/2023";"Toulouse";"France";"https://esref2023.sciencesconf.org/";;;;;;;;"17/03/2023";"28/04/2023";"02/06/2023";;"D. Hachem, D. Trémouilles, H. Hamad, J. Oliveira, O. Perrotin, J.M. Reynes H. Morel, B. Asllani, S. Azzopardi, F. Coccetti";"IRT, LAAS, IRT, IRT,ALTER,IRT,AMPERE,SGI,SAFRAN,IRT";;;;;;;;;;;;;"0000000536";"1";"Réalisé";"1";"451";"559";"abstract";"450";;"2023-03/1678467503-521-sicret_precon_esref2023_v1.pdf";;;"0000000536";"1678467503";"1"
"560";"S002-1";"1";"S002";"communication";"Construction d’un Questionnaire d’auto-Évaluation de la Performance de la Collaboration entre un opérateur et un système autonome (QEPC) : étude préliminaire";;;"12e Colloque EPIQUE";"04/07/2023";"07/07/2023";"Paris";;;;;;;;;;;;;;;;;;;;;;;;;;;;"0000000847";"1";"Réalisé";"1";"452";"560";"abstract";"0";;"2023-03/1678711778-625-Colloque2023.docx";"Construction d’un Questionnaire d’auto-Évaluation de la Performance de la Collaboration entre un opérateur et un système autonome (QEPC) : étude préliminaire";"La performance de la collaboration du couple humain machine est souvent abordée dans la littérature sous un aspect théorique, peu d’outils sont disponibles pour son évaluation pratique. Cet article présente les résultats d’une première conception d’un questionnaire pour l’auto-évaluation de la collaboration d’une équipe composée d’un opérateur humain et d’un système autonome. Le questionnaire préliminaire est composé de 31 items sous la forme de différenciateurs sémantiques. Les caractéristiques du QEPC ont été évaluées par une étude quantitative en ligne sur un échantillon de 245 utilisateurs. Cette étude stabilise une version finale à 17 items. Les résultats de l'analyse donnent des caractéristiques de validité et de fidélité satisfaisantes. Les facteurs observés s’écartent des sous-échelles théoriques proposés. Cela nous amène à penser que la corrélation entre les dimensions est plus forte qu'estimée. D'autres études pourront améliorer ce questionnaire. Le QEPC est construit pour comparer différentes situations en termes de performance de la collaboration.";"0000000847";"1678711778";"1"
"565";"A026-7";"7";"A026";"communication";"Corrosion à haute température de l’alliage Ni625 élaboré par Laser Metal Deposition - Powder";;;"Journées d’étude de la cinétique hétérogène";"30/03/2023";"31/03/2023";"Nancy";"France";"https://jech53.event.univ-lorraine.fr/";;;;;;;;"06/03/2023";"21/03/2023";"16/03/2023";;"Agathe Curnis (1)(2) – Aurélien Prillieux (1) – Ioana Popa (2) – Sébastien Chevalier (2)";"(1) Institut de Recherche Technologique (IRT) Saint Exupéry, 3 rue Tarfaya, 31400 Toulouse, France, (2) ICB, UMR 6303 CNRS, Univ. Bourgogne Franche-Comté, 21078 Dijon Cedex";;;;;;;;;;;;;"0000000804";"1";"Annulé";"1";"468";"565";"abstract";"0";;"2023-03/1679910460-652-RESUME_JECH-53_A-CURNIS.pdf";"Corrosion à haute température de l’alliage Ni625 élaboré par Laser Metal Deposition - Powder";;"0000000804";"1679910460";"1"
"577";"U006-3";"3";"U006";"communication";"5GMED Seamless Connectivity for Digital Train s";;;"VTCspring 2023 in Florence";"20/06/2023";"23/06/2023";"Florence";"Italy";"https://5grail.eu/2023/01/18/5grail-is-organising-a-workshop-during-vtcspring-2023-in-florence-from-20-23-june-2023-submit-your-papers-now-deadline-23-february/";;;;;;;;"06/04/2023";"17/04/2023";"16/04/2023";;"Jad Nasreddine, Juan Agustí, Philippe Veyssiere, Paul Caranton, Luca Petrucci, Nathan Sanchiz-Viel, Nuria Trujillo, Francisco Vázquez-Gallego, Jean-Emmanuel Deschaud, Pascal Deliège, José López Luqe, Judit Bastida, ";"i2CAT Foundation Barcelona, Spain; COMSA Madrid, Spain; IRT Saint Exupery Toulouse, France; SNCF Voyageurs Le Mans, France; Axbryd Rome, Italy; MINES Paris, PSL Research University, CAOR - Centre de robotique Paris, France; Hispasat Madrid, Spain; i2CAT F";;;;;;;;;;;;;"0000000989";"1";"Abstract en attente d'envoi de notification interne";"0";"484";"577";"abstract_extend";"0";"2023-05/1684310317-741-5GMED-Seamless-Connectivity-for-Digital-Trains_v1.pdf";"2023-04/1682059803-569-Abstract-5GMED-Seamless-Connectivity-for-Digital-Trains_v1.docx";"5GMED Seamless Connectivity for Digital Trains";"pas de validation externe pour ce papier (déjà validé avec un autre process sur le projet européen). Mis bon, on fait comme si.";"0000000989";"1684310317";"1"
"580";"S001-11";"11";"S001";"communication";"Sesigning reliable configuration for TSN synchronization on automotive networks";;;"2023 IEEE SA Ethernet & IP @ Automotive Technology Day (E&IP@ATD) ";"19/09/2023";"20/09/2023";"São Paulo";"Brazil";"https://standards.ieee.org/events/automotive/";;;;;;;;"11/05/2023";;"31/07/2023";;"Quentin Bailleul, Katia Jaffrès-Runser, Jean-Luc Scharbarg, Philippe Cuenot";"IRT, IRIT, IRIT IRT";;;;;;;;;;;;;"0000000084";"1";"Annulé";"1";"581";"580";"doc_final";"0";"2023-08/1692974934-650-2023_MOSC_Quentin_Bailleul_and_all_Presentation_Designing_reliable_configuration_for_TSN_synchronization..._EIPATD2023.pdf";"2023-05/1683630190-917-2023_MOSC_Quentin_Bailleul_and_all_Abstract_Designing_reliable_configuration_for_TSN_synchronization_on_automotive_networks_EIPATD2023.pdf";"Designing_reliable_configuration_for_TSN_synchronization_on_automotive_network";"Power Point presentation for the congress";"0000000049";"1692974934";"1"
"584";"M015-8";"8";"M015";"communication";"In situ detection of contaminants during laser surface preparation of metal surfaces";;;"AJP 2023 (3RD INTERNATIONAL CONFERENCE ON ADVANCED JOINING PROCESSES)";"19/10/2023";"20/10/2023";"Braga";"Portugal";"https://web.fe.up.pt/~ajp2023/";;;;;;;;"02/06/2023";;;;"S Kirchner1, J Lecomte1, L Ferres1, T Balutch2, C Debras1,3, M Péron1,4, N Cuvillier1,5";"1IRT Saint Exupéry, Esplanade des Arts et Métiers, 33405 Talence, France. 2Naval Group – CESMAN, 5 rue de l’Halbrane, 44340 Bouguenais, France. 3Thales Alenia Space, 5 allée des Gabians, 06156 Cannes La Bocca, France 4ArianeGroup, Les cinq chemins, rue du";;;;;;;;;;;;;"0000000381";"1";"Réalisé";"1";"748";"584";"doc_publie";"0";"2024-01/1706102803-813-AJP23_82_Kirchner.pdf";"2023-05/1684161278-729-AJP2023_v0.doc";;;"0000000217";"1706102803";"1"
"587";"V075-28";"28";"V075";"communication";"DP-SGD Without Clipping: The Lipschitz Neural Network Way";;;"ICLR";"06/05/2024";"10/05/2024";"Vienna";"Austria";"https://iclr.cc/";;;;;;;;"28/09/2023";"30/11/2023";"24/11/2023";;" Bethune Louis (1), Massena Thomas (2) Boissin Thibaut (2) Bellet Aur\'elien (3), Corentin Friedrich (2), Yannick Prudent (2),  Vigouroux David (2) Mamalet Franck (2) , Mathieu Serrurier (1)";"(1) IRIT (2) IRT Saint Exupery (3) Inria";;;;"non";;;;;;;;;"0000000617";"1";"Réalisé";"1";"797";"587";"doc_final";"796";"2024-04/1712153036-429-DP_of_Lipschitz_Networks-.7..pdf";"2024-04/1712152873-782-DP_of_Lipschitz_Networks-.7..pdf";"DP-SGD Without Clipping:\\ The Lipschitz Neural Network Way";;"0000000617";"1712153036";"1"
"593";"S016-1";"1";"S016";"communication";"Successive Convexification for on-board scheduling of Spacecraft Rendezvous Missions";;;"ESA-GNC (European Space Agency – Guidance, Navigation, and Control)";"12/06/2023";"16/06/2023";"Sopot";"Pologne";"https://atpi.eventsair.com/gnc2023/";;;;;;;;"20/01/2023";;"29/05/2023";;"Thomas Claudet(1, 2), Jeremie Labroquiere(3), Damiana Losa(2, 4), Francesco Sanfedino(1), Daniel Alazard(1)";"(1) ISAE-SUPAERO, Toulouse, 31400, France, {thomas.claudet, francesco.sanfedino, daniel.alazard}@isae-supaero.fr (2) IRT Saint-Exup´ery, 3 Rue Tarfaya, 31400, Toulouse, France, {thomas.claudet, damiana.losa}@irt-saintexupery.com (3) Thales Alenia Space, 2";;;;;;;;;;;;;"0000000801";"1";"Réalisé";"1";"761";"593";"doc_publie";"0";"2024-02/1708014556-846-ESA_GNC2023_soumission-finale.pdf";"2023-05/1685085939-283-ESA_GNC2023_soumission-finale.pdf";;;"0000001186";"1708014556";"1"
"594";"S016-2";"2";"S016";"communication";"Efficient Spacecraft Pose Estimation for On-board Processing";;;"EDHCP 2023";"02/10/2023";"06/10/2023";"Juan les Pins";"France";"https://atpi.eventsair.com/edhpc-conference/";;;;;;;;"31/03/2023";"10/05/2023";"25/08/2023";;"Christophe Marabotto, Fabien Gallet, Thomas Chambon, Christophe Moreno";"IRT  ";;;;;;;;;;;;;"0000000481";"1";"Initialisé";"0";"488";"594";"abstract";"0";;"2023-05/1685085730-619-Efficient_Spacecraft_Pose_Estimation_for_On_board_Processing.pdf";"Efficient Spacecraft Pose Estimation for On-board Processing";;"0000000481";"1685085730";"1"
"595";"E086-6";"6";"E086";"communication";"ÉVOLUTIONS DES PROPRIÉTÉS ÉLECTRIQUES DU PFA LORS D’UN VIEILLISSEMENT THERMIQUE ACCÉLÉRÉ : ÉTUDE DE LA RELATION STRUCTURE PROPRIÉTÉS PAR SPECTROSCOPIE DIÉLECTRIQUE DYNAMIQUE.";;;"GDR REEPOS";"12/06/2023";"13/06/2023";"TOULOUSE";"France";"https://www.cirimat.cnrs.fr/spip.php?article1148";;;;;;;;"26/05/2023";;;;"Victor HENRI, Pierre HENRARD, Eric DANTRAS";"IRT, IRT, CIRIMAT";;;;;;;;;;;;;"0000000788";"1";"Réalisé";"1";"490";"595";"abstract";"0";;"2023-05/1685107105-727-HENRI_GDR_REEPOS-.003..docx";" ÉVOLUTIONS DES PROPRIÉTÉS ÉLECTRIQUES DU PFA LORS D’UN VIEILLISSEMENT THERMIQUE ACCÉLÉRÉ : ÉTUDE DE LA RELATION STRUCTURE PROPRIÉTÉS PAR SPECTROSCOPIE DIÉLECTRIQUE DYNAMIQUE.";;"0000000788";"1685107106";"1"
"604";"M010-1";"1";"M010";"communication";"Development of nickel based functionally graded materials by Laser Metal Deposition";;;"GDR ALMA";"27/06/2023";"29/06/2023";"Rouen";"France";"https://alma.cnrs.fr/";;;;;;;;"28/04/2023";;"27/06/2023";;"E. FERREIRA ; L. NICOLAS ; T. GILLES ; B. MAX ; A. PRILLIEUX";;;;;;;;;;;;;;"0000001102";"0";"Réalisé";"1";"501";"604";"doc_final";"0";"2023-06/1686687613-257-ALMA_2023-3.pdf";"2023-06/1686313739-113-Abstrat-Journ..e-GDR-ALMA-2023.docx";"Development of nickel based functionally graded materials by Laser Metal Deposition";;"0000001102";"1686687613";"1"
"607";"M010-3";"3";"M010";"communication";"Powder Bed Additive Manufacturing of alloy 718 – development of dedicated post-fabrication heat treatments ";;;"GDR ALMA";"27/06/2023";"29/06/2023";"Rouen";"France";"https://alma.cnrs.fr/save-the-date-2eme-journees-du-gdr-alma/";;;;;;;;"31/03/2023";"31/03/2023";"28/06/2023";;"Bertrand MAX";"IRT Saint Exupéry";;;;;;;;;;;;;"0000000101";"1";"Réalisé";"1";"1172";"607";"doc_final";"0";"2025-04/1744188389-886-GDR-ALMA---Impact-of-heat-treatments-718-LPBF---Bertrand-MAX_Vcom.pdf";"2023-06/1686750816-407-Abstract-GDR-ALMA_BMAX.pdf";"Présentation_GDR_ALMA_BMax";;"0000000101";"1744188389";"1"
"625";"M009-1";"1";"M009";"communication";"Debonding on demand strategies for industrial usecases";;;"EURADH 2023";"10/09/2023";"13/09/2023";"Garmisch-Partenkirchen";"Allemagne";"https://dechema.de/en/euradh_wcarp_2023.html";;;;;;;;"31/01/2023";;;;"Cécilia Faure, Julie Lecomte et Laurent Ferres, IRT Saint Exupéry, Talence/France  Bérangère Doll, Thales Alenia Space, Cannes/France Aurélien Fraysse, ACTIA, Toulouse/France  Stéphane Couarraze, Continental, Toulouse/France";;;;;;;;;;;;;;"0000000217";"1";"Réalisé";"1";"751";"625";"doc_publie";"0";"2024-01/1706103055-518-EURADH_presentation_FAURE.pdf";"2023-07/1690284674-178-EURADH-2023_abstract-CODEX_v2.docx";;;"0000000217";"1706103055";"1"
"637";"S087-3";"3";"S087";"communication";"A model-based system engineering approach for multi-disciplinary analysis and design optimisation processes definition";;;"CSD&M 2022";"15/12/2022";"16/12/2022";"Paris";"France";;;;;;;;;;;;;"Anne Gazaix";"ADS";;;;;;;;;;;;;"0000000074";"0";"Initialisé";"0";"574";"637";"doc_final";"0";"2023-08/1692773221-259-Presentation.-A-Model-based-system-engineering-approach-for-multi-disciplinary-analysis-and-design-optimisation-processes-definition.pdf";"2023-08/1690959345-843-Presentation.-A-Model-based-system-engineering-approach-for-multi-disciplinary-analysis-and-design-optimisation-processes-definition.pdf";"A model-based system engineering approach for multi-disciplinary analysis and design optimisation processes definition";;"0000000074";"1692773221";"1"
"672";"S005-5";"5";"S005";"communication";"An Evaluation Bench for the Exploration of Machine Learning Deployment Solutions on Edge Computers";;;"ERTS 2024";"11/06/2024";"12/06/2024";"Toulouse";"France";"https://erts2024.org/";;;;;;;;"15/10/2023";"08/02/2024";"05/05/2024";;"Eric JENN, Ramon CONEJO-LAGUNA, Serge TEMBO-MOUAFO, Omar HLIMI, Christophe MARABOTTO, Floris THIANT, Hugo KIEFFER, Cyril LOUIS-STANISLAS, THEO ALLOUCHE, Philippe THIERION, Halima BOOUZIDI, Smaïl NIAR";"IRT St-Ex, IRT St-Ex, IRT St-Ex, IRT St-Ex, IRT St-Ex, IRT Syst-X, Viveris, Viveris, ATOS, RSL, LAMIH";;;;;;;;;;;;;"0000000084";"1";"Réalisé";"1";"984";"672";"doc_final";"0";"2024-11/1731002795-586-ERTS2024_paper_6-.2..pdf";"2023-09/1694767394-308-erts2024_ec7_15.pdf";;;"0000000084";"1731002795";"1"
"674";"S005-7";"7";"S005";"communication";"A Method for Interference Analysis using the PHYLOG Modeling Language";;;"ERTS 2024";"11/06/2024";"12/06/2024";"Toulouse";"France";"https://erts2024.org/";;;;;;;;"15/10/2023";"08/02/2024";"05/05/2024";;"G. BRAU, E. JENN, E. COURTY, K. DELMAS, F. BONIOL";"IRT St-Ex, IRT-St-Ex, LTS, ONERA, ONERA";;;;;;;;;;;;;"0000000084";"1";"Réalisé";"1";"924";"674";"doc_final";"0";"2024-09/1725344725-832-ERTS2024_paper_31.pdf";"2024-09/1725344670-821-abstract.txt";;;"0000000084";"1725344725";"1"
"675";"S005-8";"8";"S005";"communication";"Assurance Cases for ML-based Systems: Workflow and Tooling";;;"ERTS 2024";"11/06/2024";"12/06/2024";"Toulouse";"France";"https://erts2024.org/";;;;;;;;"15/10/2023";"08/02/2024";"05/05/2024";;"V. MUSSOT, E. JENN, F. CHENEVIER, R. CONEJO-LAGUNA ";"IRT St-Ex, IRT St-Ex, , THALES AVS, IRT St-EX";;;;;;;;;;;;;"0000000084";"1";"Réalisé";"1";"926";"675";"doc_final";"0";"2024-09/1725344876-309-ERTS2024_paper_35.pdf";"2024-09/1725344816-484-abstract.txt";;;"0000000084";"1725344876";"1"
"678";"E039-43";"43";"E039";"communication";"Reliability-Oriented Optimization of High Performance SiC-Based Power Drive Systems for Aircraft Applications";;;"MEA 2024";"07/02/2024";"08/02/2024";"Toulouse";"France";;;;;;;;;"19/09/2023";;;;"Bernardo Cougo, Hans Hoffmann Sathler, Marco Andrade, Alice Teixeira, Fabio Coccetti";"IRT Saint Exupery";;;;"non";;;;;;;;;"0000000046";"1";"Réalisé";"1";"1010";"678";"doc_publie";"0";"2024-11/1731669151-994-Presentation-MEA2024---IRT-SaintExupery---Bernardo-COGO---Pour-Diffusion.pdf";"2023-09/1695129719-949-Extended-Abstract-MEA-2024---Reliability-Oriented-Optimization-of-High-Performance-SiC-Based---COUGO.pdf";;;"0000000046";"1731669151";"1"
"680";"U009-8";"8";"U009";"communication";"Evaluation of Different Diode Technologies in a Si-SiC Hybrid Switch Used in 540V/30kW Inverters";;;"CIPS 2024 - 13th International Conference on Integrated Power Electronics Systems. ";"12/03/2024";"14/03/2024";"Dusseldorf";"Allemagne";"https://www.cips.eu/en";;;;;;;;"15/09/2023";;;;"Evaluation of different diode technologies in a Si-SiC Hybrid switch used in 540V/30kW inverters";"IRT Saint-Exupery";;;;"non";;;;;;;;;"0000000046";"1";"Réalisé";"1";"1014";"680";"doc_publie";"0";"2024-11/1731679611-580-PosterCIPS-mod-COGO.pptx";"2023-09/1695140158-982-Abstract_CIPS_2024_Venvio.pdf";;;"0000000046";"1731679611";"1"
"682";"S087-17";"17";"S087";"communication";"Overview of MDO applications";;;"3rd European Workshop on MDO";"20/09/2022";"21/09/2022";"Paris";"France";;;;;;;;;;;;;"Anne Gazaix";"Airbus DS";;;;"non";;;;;;;;;"0000000074";"1";"Réalisé";"0";"606";"682";"doc_final";"0";"2023-09/1695216139-986-Overview-of-MDO-applications.pdf";"2023-09/1695210472-431-Overview-of-MDO-applications.pdf";"Overview of MDO applications";;"0000000074";"1695216139";"1"
"687";"M012-1";"1";"M012";"communication";"Surface post-treatments for Ti64 components produced by Laser Metal Deposition with powder: surface texture quantification and effect on mechanical properties";;;"Metals AMS 2024";"20/03/2024";"21/03/2024";"Senlis";"France";"https://metal-ams.com/contact/";;;;;;;;;;;;"Clément Ernould, Jean-Marc Auger, Côme Vanouche, Mauro Ravaioli, Tobias Theel";"IRT,IRT,IRT,IRT, PFW";;;;;;;;;;;;;"0000000275";"1";"Réalisé";"1";"613";"687";"abstract";"0";;"2023-09/1695395445-171-MetalAMS-2024_Abstract_ERNOULD.pdf";"Surface post-treatments for Ti64 components produced by Laser Metal Deposition with powder: surface texture quantification and effect on mechanical properties ";;"0000000832";"1695395445";"1"
"688";"E005-2";"2";"E005";"communication";"Etude du comportement mécanique d’alliages de brasure SnAgCu : approche numérique et expérimentale, prise en compte des effets du vieillissement";;;"IEEE EPS : Journée technique Simulation multi-échelle et multi-physique";"05/12/2023";"05/12/2023";"Paris Saclay";"France";;;;;;;;;"22/09/2023";;;;"Houda FRIAA";;;;;;;;;;;;;;"0000000296";"1";"Réalisé";"1";"648";"688";"abstract_extend";"0";"2023-10/1698676003-762-IEEE-EPS_05.12.2023_Houda-FRIAA.pdf";"2023-09/1695737554-331-IEEE-EPS_05.12.2023_Houda-FRIAA.pdf";;;"0000000397";"1698676003";"1"
"689";"CSEC-1";"1";"CSEC";"communication";"Embedded UNet-based Semantic Segmentation of Aerial Images – a Comparison of CPU, GPU, and FPGA Workflows";;;"ERTS 2024";"11/06/2024";"12/06/2024";"Toulouse";"France";"https://erts2024.org/";;;;;;;;"15/10/2023";;;;"Julien Posso, Hugo Kieffer, Nicolas Menga, Omar Hlimi, S ?ebastien Tarris, Hubert Guerard Guy Bois, Matthieu Couderc, Eric Jenn";"Ecole polytechnique Montréal, Viveris Technologies, ADS, IRT St-Ex, Vivéris technologies, Space Codesign Systems, Space Codesign Systems,ADS, IRT St-Ex";;;;;;;;;;;;;"0000000084";"1";"Réalisé";"1";"920";"689";"doc_final";"0";"2024-09/1725344084-458-ERTS2024_paper_14.pdf";"2023-09/1695965935-961-SPOC_abstract_ERTS.pdf";;;"0000000084";"1725344084";"1"
"691";"S005-9";"9";"S005";"communication";"Separation of functional and time interferences concerns for efficient AMC 20-193 compliance";;;"ERTS 2024";"11/6/2024";"12/6/2024";"Toulouse";"France";"https://erts2024.org/";;;;;;;;"15/10/2023";"08/10/2024";"05/10/2024";;"Damien CHABROL, Jean GUYOMARC’H, Fabien SIRON, Guillaume PHAVORIN Sam THOMPSON, Eric JENN, François THURIEAU";"ASTERIOS Technologies, ASTERIOS Technologies, ASTERIOS Technologies, ASTERIOS Technologies, Rapita systems, IRT St-Ex, Safran Electronics and Defense";;;;;;;;;;;;;"0000000084";"1";"Réalisé";"1";"927";"691";"doc_final";"0";"2024-09/1725344948-147-ERTS2024_paper_5.pdf";"2023-10/1696313041-428-ERTS24-abstract_AT_RPT_IRT-v1.pdf";;;"0000000084";"1725344948";"1"
"692";"S005-10";"10";"S005";"communication";"Certified ML Object Detection for Surveillance Mission ";;;"ERTS 2024";"11/06/2024";"12/06/2024";"Toulouse";"France";"https://erts2024.org/";;;;;;;;"15/10/2023";"08/02/2024";"05/05/2024";;"Mohammed Belcaid, Eric Bonnafous, Louis Crison, Christophe Fauré, Eric Jenn, Claire Pagetti";"CS Group, CS group, CS Group, CS Group, IRT St-Ex, ONERA";;;;;;;;;;;;;"0000000084";"1";"Réalisé";"1";"929";"692";"doc_final";"0";"2024-09/1725345068-130-ERTS2024_paper_41.pdf";"2024-09/1725345015-188-abstract.txt";;;"0000000084";"1725345068";"1"
"697";"CSEC-2";"2";"CSEC";"communication";"An ACAS-Xu implementation using ED-324/ARP6983";;;"ERTS 2024";"11/06/2024";"12/06/2024";"Toulouse";"France";"https://erts2024.org/";;;;;;;;"15/10/2023";"08/02/2024";"05/05/2024";;"Christophe Gabreau, Marie-Charlotte Teulières, Cristian Maxim, Eric Jenn";"Airbus, Airbus Protect, IRT System-X, IRT Saint-Ex";;;;;;;;;;;;;"0000000084";"1";"Réalisé";"1";"922";"697";"doc_final";"0";"2024-09/1725344246-368-ERTS2024_paper_25.pdf";"2024-09/1725344214-359-abstract.txt";;;"0000000084";"1725344246";"1"
"708";"V075-33";"33";"V075";"communication";"Unlocking Feature Visualization for Deeper Networks with MAgnitude Constrained Optimization";;;"Neurips 2023";"10/12/2023";"16/12/2023";"New Orleans LA";"USA";"https://neurips.cc/";;;;;;;;"11/05/2023";"21/09/2023";"27/10/2023";;"Thomas Fel, Thibaut Boissin, Victor Boutin, Agustin Picard, Paul Novello, Julien Colin, Drew Linsley, Tom Rousseau, Rémi Cadène, Laurent Gardes, Thomas Serre";"Carney Institute for Brain Science, Brown University; Artificial and Natural Intelligence Toulouse Institute; Institut de Recherche Technologique Saint-Exupery; Innovation & Research Division, SNCF; ELLIS Alicante, Spain";;;;"non";;;;;;;;;"0000000833";"1";"Réalisé";"1";"709";"708";"doc_final";"708";"2023-11/1700478558-910-MACO___Unlocking_Feature_viz-.1..pdf";"2023-10/1697548516-151-2306.06805.pdf";;;"0000000833";"1700478558";"1"
"709";"V075-34";"34";"V075";"communication";"Craft: Concept recursive activation factorization for explainability";;;"CVPR 2023";"18/06/2023";"22/06/2023";"Vancouver";"Canada";"https://openaccess.thecvf.com/CVPR2023";;;;;;;;"11/11/2022";"27/02/2023";"24/03/2023";;"Thomas Fel, Agustin Picard, Louis Bethune, Thibaut Boissin, David Vigouroux, Julien Colin, Rémi Cadène, Thomas Serre";"1Carney Institute for Brain Science, Brown University, USA;  Sorbonne Université, CNRS, France; Artificial and Natural Intelligence Toulouse Institute, Université de Toulouse, France;  Institut de Recherche Technologique Saint-Exupery, France; Innovation ";;;;;;;;;;;;;"0000000833";"1";"Réalisé";"1";"710";"709";"doc_final";"0";"2023-11/1700478746-556-CRAFT__Concept_Recursive_Activation_FacTorization-.4..pdf";"2023-10/1697548916-610-Fel_CRAFT_Concept_Recursive_Activation_FacTorization_for_Explainability_CVPR_2023_paper.pdf";;;"0000000833";"1700478746";"1"
